Time,Engine speed,Throttle position,Accelerator pedal position,Speed,Actual,Predicted,Predicted_Diff,Actual_Diff
1001,3092.5,47.561,52.585,68,3980.125,7413.045,3952.9263,3980.125
2001,3245.5,99.99,40.03,71,9795.625,10818.678,3405.633,5815.5
3001,3498.0,9.545,0.0,72,12966.5,12939.463,2120.785,3170.875
4001,2335.25,15.432,41.418,71,13715.875,13881.726,942.2630000000008,749.375
5001,2298.25,21.973,34.167,72,15800.125,14652.293,770.5669999999991,2084.25
6001,2323.75,15.551,29.666,73,17759.625,15762.965,1110.6720000000005,1959.5
7001,2336.25,15.143,29.349,74,19573.375,17307.258,1544.2930000000015,1813.75
8001,2358.25,16.65,35.986,74,21166.625,19173.045,1865.7869999999966,1593.25
9001,2381.25,14.514,28.922,75,23350.75,21163.809,1990.7640000000029,2184.125
10001,2391.25,9.002,15.03,76,24916.0,23059.018,1895.208999999999,1565.25
11001,2381.5,9.697,16.257,76,25710.875,24707.182,1648.1640000000007,794.875
12001,2353.75,7.408,0.0,75,26482.75,26110.924,1403.7419999999984,771.875
13001,2317.5,14.104,36.478,74,27010.125,27434.613,1323.6890000000021,527.375
14001,2368.25,17.834,31.287,75,28699.875,28906.105,1471.4919999999984,1689.75
15001,2422.75,32.164,46.539,76,30893.625,30689.16,1783.0550000000003,2193.75
16001,2492.75,100.766,54.233,79,35021.5,32845.703,2156.5430000000015,4127.875
17001,2582.0,50.02,40.988,81,39664.625,35305.633,2459.9300000000003,4643.125
18001,2651.25,15.859,32.59,83,44624.5,37883.594,2577.9609999999957,4959.875
19001,2679.25,15.373,29.501,85,46656.75,40335.67,2452.076000000001,2032.25
20001,2712.5,13.922,29.251,86,48283.25,42452.086,2116.4160000000047,1626.5
21001,2743.25,7.281,0.0,87,50022.75,44110.9,1658.8139999999985,1739.5
22001,2716.0,9.729,15.411,86,50896.75,45316.43,1205.5299999999988,874.0
23001,2712.5,9.627,13.864,86,51575.375,46190.0,873.5699999999997,678.625
24001,2696.25,8.166,0.0,86,52304.5,46865.562,675.5619999999981,729.125
25001,2672.0,6.969,0.0,85,52935.375,47469.84,604.2779999999984,630.875
26001,2654.0,7.598,5.46,84,53441.875,48113.117,643.2770000000019,506.5
27001,2653.0,9.256,8.801,84,54132.125,48861.68,748.5630000000019,690.25
28001,2657.75,9.199,8.801,84,54878.75,49723.934,862.2540000000008,746.625
29001,2702.5,7.766,0.0,84,55545.125,50662.49,938.5559999999969,666.375
30001,2667.5,5.008,0.0,84,56094.375,51617.434,954.9440000000031,549.25
31001,2650.0,5.244,0.0,84,56574.125,52578.46,961.025999999998,479.75
32001,2637.5,6.646,10.452,84,57005.875,53570.52,992.0599999999977,431.75
33001,2663.0,7.607,9.442,84,57546.875,54632.562,1062.0420000000013,541.0
34001,2673.0,8.496,9.442,84,58184.25,55787.023,1154.461000000003,637.375
35001,2660.5,8.697,11.163,84,58837.625,57048.836,1261.813000000002,653.375
36001,2671.75,9.533,15.244,85,59542.0,58415.34,1366.5039999999935,704.375
37001,2684.75,11.279,20.007,85,60423.375,59844.49,1429.1500000000015,881.375
38001,2715.5,13.887,29.88,86,61402.875,61265.504,1421.0140000000029,979.5
39001,2708.0,7.387,0.0,87,62855.25,62589.87,1324.3660000000018,1452.375
40001,2725.25,6.072,0.0,86,63445.75,63780.82,1190.949999999997,590.5
41001,2711.25,5.141,0.0,86,63888.125,64861.504,1080.684000000001,442.375
42001,2705.5,7.311,10.883,86,64386.25,65906.65,1045.1459999999934,498.125
43001,2712.0,11.15,17.685,85,65125.375,67020.35,1113.7000000000116,739.125
44001,2702.0,13.531,23.914,85,66087.125,68304.59,1284.2399999999907,961.75
45001,2721.75,13.988,23.981,86,67501.375,69815.36,1510.770000000004,1414.25
46001,2738.5,14.293,24.042,87,69084.25,71523.05,1707.6900000000023,1582.875
47001,2749.25,14.162,24.042,87,70621.25,73334.336,1811.2859999999928,1537.0
48001,2763.0,15.137,26.27,87,72243.0,75122.24,1787.9040000000095,1621.75
49001,2782.5,15.039,26.111,88,74117.5,76739.72,1617.479999999996,1874.5
50001,2741.75,8.217,0.0,88,75288.125,78081.65,1341.929999999993,1170.625
51001,2734.5,9.346,9.177,86,75944.75,79181.66,1100.0100000000093,656.625
52001,2712.75,8.084,0.0,86,76695.125,80082.49,900.8300000000017,750.375
53001,2669.75,8.682,6.851,85,77284.875,80831.516,749.025999999998,589.75
54001,2641.0,7.863,0.0,84,77933.375,81501.695,670.1790000000037,648.5
55001,2595.25,9.619,12.772,82,78569.125,82184.18,682.484999999986,635.75
56001,2588.25,8.439,13.559,82,79320.25,82977.54,793.3600000000006,751.125
57001,2569.0,8.971,14.172,81,80003.375,83951.586,974.0460000000021,683.125
58001,2564.0,18.322,40.225,81,80792.75,85161.09,1209.5040000000008,789.375
59001,2596.5,12.389,22.458,82,83015.875,86606.93,1445.8399999999965,2223.125
60001,2595.75,12.307,24.466,82,84343.875,88226.305,1619.375,1328.0
61001,2606.25,14.514,31.58,82,85717.5,89936.64,1710.3350000000064,1373.625
62001,2607.25,18.41,37.463,83,87352.875,91627.7,1691.0599999999977,1635.375
63001,2649.5,13.191,28.177,84,89984.875,93169.66,1541.9600000000064,2632.0
64001,2649.5,10.664,16.742,84,91905.75,94440.51,1270.8499999999913,1920.875
65001,2630.25,10.156,17.85,83,92766.625,95402.984,962.474000000002,860.875
66001,2594.25,7.363,9.109,82,93518.625,96110.95,707.9660000000003,752.0
67001,2530.0,8.857,12.97,80,94110.75,96687.6,576.6500000000087,592.125
68001,2513.5,6.535,20.889,79,94704.25,97283.53,595.929999999993,593.5
69001,2449.75,20.82,38.809,78,95442.0,98012.61,729.0800000000017,737.75
