Time,Battery_voltage,Starter_status,Brake_light_status,Brake_switch_status,Electrical_load_2_status,Electrical_load_1_status,Power_steering_switch_status,Air_conditioner_pressure_status,Air_conditioner_request,Fuel_level,Atmospheric_pressure_(Ambient_Pressure),Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,No.4_cylinder_total_knock_retreat_angle|knck_iga_tot_rtd_cyl4,No.3_cylinder_total_knock_retreat_angle+M35|knck_iga_tot_rtd_cyl3,No.2_cylinder_total_knock_retreat_angle|knck_iga_tot_rtd_cyl2,No.1_cylinder_total_knock_retreat_angle|knck_iga_tot_rtd_cyl1,Vehicle_Speed,Engine_speed,Short_term_fuel_correction_factor,Long_term_fuel_correction_factor,Target_air_fuel_ratio_(to_stoichiometric_ratio),Ignition_advance_angle,Cruise_work_light_sign,Cruise_ready_light_flag,Fan_2_status_flag,Fan_1_status_flag,SVS_light_flag,Oil_pump_enable_flag,Air_conditioning_clutch_flag,Check_light_flag,N/A,N/A.1,N/A.2,N/A.3,N/A.4,Compressor_release_valve_enable,Canister_ventilation_valve_enable,Starter_relay_flag,Current_gear_shift_position_(Gear_State),Intake_flow,Charger_pressure_setpoint,Cumulative_mileage,Idle_speed,Stroke_flow_percent,Clutch_torque_(Engine_Torque),Trip_fuel_consumption,Average_fuel_consumption_rate,Fuel_Quality_RON_factor,DTC,correct_altitude
66634596.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.76470588,88.19188192,83.0,8.080078125,0.0,50.0,0.0,0.0,0.0,0.0,0.0,228.5,1.0,1.0234375,12.8,3.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.8203125,255.9375,8396.691406,2.34375,70.45898438,84.5,225.71875,0.279296875,0.0,0.0,0
66635042.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.15686275,88.19188192,82.0,8.404296875,0.0,50.0,0.0,0.0,0.0,0.0,0.0,249.0,1.0,1.0234375,13.7,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.96875,255.9375,8396.691406,2.34375,68.66455078,81.25,379.21875,0.309570313,0.0,0.0,0
66635489.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.94117647,88.19188192,71.0,8.265625,0.0,50.0,0.0,0.0,0.0,0.0,0.0,636.5,1.0,1.0234375,21.9,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.4375,255.9375,8396.691406,2.34375,57.16552734,55.375,514.0625,0.565429688,0.0,0.0,0
66635941.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.94117647,88.19188192,54.0,8.7890625,0.0,50.0,0.0,0.0,0.0,0.0,0.0,838.25,1.0,1.0234375,11.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.1171875,255.9375,8396.691406,2.34375,41.06445313,39.3125,768.578125,0.704101563,0.0,0.0,0
66636386.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333,88.19188192,42.0,7.015625,0.0,50.0,0.0,0.0,0.0,0.0,0.0,847.0,1.0,1.0234375,12.2,9.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.6328125,255.9375,8396.691406,2.34375,31.34765625,19.875,1058.6875,0.5078125,0.0,0.0,0
66636832.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333,88.19188192,39.0,7.5,0.0,50.0,0.0,0.0,0.0,0.0,0.0,933.5,1.0,1.0234375,12.5,4.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.6171875,255.9375,8396.691406,2.34375,28.49121094,8.5625,1274.484375,0.46484375,0.0,0.0,0
66637285.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333,88.19188192,35.0,7.478515625,0.0,50.0,0.0,0.0,0.0,0.0,0.0,946.75,1.0,1.0234375,12.9,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.25,255.9375,8396.691406,2.34375,25.57373047,6.3125,1470.984375,0.401367188,0.0,0.0,0
66637731.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333,88.19188192,42.0,7.240234375,0.057983398,50.0,0.0,0.0,0.0,0.0,0.0,969.5,1.0,0.9921875,12.3,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.46875,255.9375,8396.691406,2.34375,36.73095703,21.9375,1646.1875,0.481445313,0.0,0.0,0
66638176.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.11764706,88.19188192,58.0,11.90429688,25.78430176,50.0,0.0,0.0,0.0,0.0,0.0,1104.25,1.0,1.0625,12.1,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.28125,255.9375,8396.691406,2.34375,48.79150391,39.8125,1993.828125,1.197265625,0.0,0.0,0
66638631.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.98039216,88.19188192,62.0,14.28710938,28.16162109,50.0,0.0,0.0,0.0,0.0,0.0,1243.0,1.0,1.0625,12.1,2.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.1796875,255.9375,8396.691406,2.34375,52.41699219,45.625,2618.609375,1.508789063,0.0,0.0,0
66639076.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.58823529,88.19188192,63.0,15.66601563,30.60302734,50.0,0.351529412,0.263647059,0.790941176,0.790941176,1.0,1294.25,1.0,1.0625,12.1,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.109375,255.9375,8396.691406,2.34375,54.50439453,49.5,3287.140625,1.598632813,0.0,0.0,0
66639521.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.05882353,88.19188192,54.0,16.5859375,27.96936035,50.0,0.351529412,0.263647059,0.790941176,0.790941176,2.0,1346.25,1.0,1.0625,12.4,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.171875,255.9375,8396.691406,2.34375,43.28613281,48.375,4019.71875,1.049804688,0.0,0.0,0
66639966.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.50980392,88.19188192,52.0,12.29101563,26.73339844,50.0,0.0,0.0,0.0,0.0,4.0,1161.0,1.0,1.0625,12.5,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.359375,255.9375,8396.691406,2.34375,41.49169922,44.625,4425.265625,0.829101563,0.0,0.0,0
66640421.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.50980392,88.19188192,50.0,11.16015625,26.73339844,50.0,0.0,0.0,0.0,0.0,6.0,971.25,1.0,1.0625,12.6,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.71875,255.9375,8396.691406,2.34375,38.70849609,40.0625,4778.84375,0.692382813,0.0,0.0,0
66640865.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.43137255,88.19188192,34.0,8.59375,7.05871582,50.0,0.0,0.0,0.0,0.0,7.0,1216.75,1.0,1.0625,13.2,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5703125,255.9375,8396.695313,2.34375,25.74462891,15.25,5053.328125,0.390625,0.0,0.0,0
66641312.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.07843137,88.19188192,36.0,8.35546875,11.34338379,50.0,0.0,0.0,0.0,0.0,8.0,1096.75,1.0,0.9921875,13.1,30.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0546875,255.9375,8396.695313,2.34375,26.52587891,18.875,5213.203125,0.365234375,0.0,0.0,0
66641764.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666667,88.19188192,41.0,9.375,18.359375,50.0,0.0,0.0,0.0,0.0,9.0,1138.75,1.0,1.0234375,12.8,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.28125,255.9375,8396.695313,2.34375,31.8359375,27.625,5409.125,0.55859375,0.0,0.0,0
66642209.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.39215686,88.19188192,57.0,11.72070313,35.44616699,50.0,0.0,0.0,0.0,0.0,10.0,1281.75,1.0,1.0625,12.5,18.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.6484375,255.9375,8396.699219,2.34375,49.47509766,58.0,5743.65625,1.208984375,0.0,0.0,0
66642655.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.64705882,88.19188192,64.0,15.75585938,36.82556152,50.0,0.351529412,0.263647059,0.790941176,0.790941176,11.0,1513.5,1.0,1.0625,12.5,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.203125,255.9375,8396.699219,2.34375,54.41894531,68.6875,6438.21875,1.921875,0.0,0.0,0
66643109.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.54901961,88.19188192,60.0,17.33398438,36.68212891,50.0,1.581882353,0.351529412,1.054588235,0.527294118,14.0,1773.5,1.0,1.0625,12.7,21.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.9140625,255.9375,8396.703125,2.34375,50.5859375,61.1875,7317.578125,1.838867188,0.0,0.0,0
66643554.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.49019608,88.19188192,48.0,15.66015625,32.90100098,50.0,1.054588235,0.0,0.527294118,0.0,16.0,2049.75,1.0,1.0546875,12.9,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.6796875,255.9375,8396.703125,2.34375,38.68408203,46.3125,7999.5625,1.236328125,0.0,0.0,0
66644031.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.03921569,88.19188192,54.0,16.48828125,39.54772949,50.0,0.0,0.0,0.0,0.0,17.0,2267.25,1.0,1.0546875,12.9,29.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.8125,255.9375,8396.703125,2.34375,45.42236328,57.4375,8635.0625,1.893554688,0.0,0.0,0
66644485.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19607843,88.19188192,30.0,18.33007813,35.92529297,50.0,1.494,0.0,0.0,0.0,19.0,2430.75,1.0,1.0546875,13.5,40.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.046875,255.9375,8396.707031,2.34375,19.90966797,7.6875,9531.109375,0.916992188,0.0,0.0,0
66644930.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.37254902,88.19188192,22.0,8.3203125,0.0,50.0,0.0,0.0,0.0,0.0,20.0,2271.0,1.0,0.96875,13.6,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.421875,255.9375,8396.707031,2.34375,12.58544922,-9.5625,9768.078125,0.291992188,0.0,0.0,0
66645375.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.76470588,88.19188192,26.0,9.7578125,0.0,50.0,0.0,0.0,0.0,0.0,19.0,1873.25,1.0,0.9375,13.6,12.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.1171875,255.9375,8396.710938,2.34375,18.73779297,-4.3125,9976.84375,0.491210938,0.0,0.0,0
66645828.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.68627451,88.19188192,26.0,9.345703125,0.0,50.0,0.0,0.0,0.0,0.0,19.0,1719.5,1.0,0.9375,13.7,10.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.7890625,255.9375,8396.714844,2.34375,19.28710938,-3.625,10195.79688,0.486328125,0.0,0.0,0
66646274.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.68627451,88.19188192,27.0,9.08203125,0.0,50.0,0.0,0.0,0.0,0.0,19.0,1545.0,1.0,0.953125,13.7,25.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.46875,255.9375,8396.71875,2.34375,20.32470703,9.9375,10410.3125,0.473632813,0.0,0.0,0
66646720.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.58823529,88.19188192,80.0,12.59765625,36.72485352,50.0,0.0,0.0,0.0,0.0,19.0,1365.25,1.0,1.0390625,13.0,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.4375,255.9375,8396.71875,2.34375,65.93017578,73.6875,10681.96875,1.751953125,0.0,0.0,0
66647175.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.05882353,88.19188192,87.0,42.8984375,52.95410156,50.0,0.351529412,0.263647059,0.790941176,0.790941176,20.0,1502.75,1.0,1.03125,12.9,3.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.8515625,255.9375,8396.722656,2.34375,76.57470703,86.5625,11879.54688,3.15234375,0.0,0.0,0
66647618.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.56862745,88.19188192,59.0,47.74023438,47.19238281,50.0,0.351529412,0.0,0.263647059,0.263647059,23.0,1587.75,1.0,1.03125,13.3,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.5625,255.9375,8396.726563,2.34375,43.04199219,50.0625,13070.78125,2.1875,0.0,0.0,0
66648065.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2745098,88.19188192,46.0,13.3359375,26.55944824,50.0,1.054588235,0.0,0.0,0.0,24.0,1648.25,1.0,1.0625,13.4,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.53125,255.9375,8396.730469,2.34375,36.36474609,38.5,13487.85938,0.470703125,0.0,0.0,0
66648517.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.84313725,88.19188192,44.0,12.53515625,26.2512207,50.0,0.0,0.0,0.0,0.0,25.0,1667.0,1.0,1.0625,13.5,31.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.265625,255.9375,8396.730469,2.34375,34.9609375,34.5625,13710.9375,0.6875,0.0,0.0,0
66648978.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.84313725,88.19188192,45.0,11.7421875,21.56066895,50.0,0.0,0.0,0.0,0.0,25.0,1708.25,1.0,1.0625,13.4,30.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.46875,255.9375,8396.734375,2.34375,37.86621094,42.3125,14024.04688,0.776367188,0.0,0.0,0
66649425.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.64705882,88.19188192,45.0,15.07421875,30.73425293,50.0,0.0,0.0,0.0,0.0,26.0,1765.0,1.0,1.0625,13.5,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.1484375,255.9375,8396.734375,2.34375,35.44921875,36.0,14505.75,1.107421875,0.0,0.0,0
66649878.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.94117647,88.19188192,34.0,11.82226563,19.55871582,50.0,0.0,0.0,0.0,0.0,27.0,1781.75,1.0,1.046875,13.9,36.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.7734375,255.9375,8396.738281,2.34375,25.13427734,17.9375,14913.20313,0.625976563,0.0,0.0,0
66650323.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.50980392,88.19188192,26.0,10.46875,16.85180664,50.0,0.0,0.0,0.0,0.0,27.0,1763.5,1.0,1.015625,13.9,23.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.640625,255.9375,8396.742188,2.34375,18.06640625,1.8125,15189.92188,0.5234375,0.0,0.0,0
66650769.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,88.19188192,32.0,7.744140625,0.0,50.0,0.0,0.0,0.0,0.0,27.0,1858.25,1.0,0.9921875,13.8,36.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.7890625,255.9375,8396.746094,2.34375,27.05078125,24.0,15431.23438,0.577148438,0.0,0.0,0
66651222.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.17647059,88.19188192,37.0,13.87890625,22.12524414,50.0,0.0,0.0,0.0,0.0,26.0,1722.0,1.0,1.0546875,13.8,34.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.546875,255.9375,8396.75,2.34375,28.07617188,20.625,15799.29688,0.848632813,0.0,0.0,0
66651668.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.19607843,88.19188192,28.0,10.24609375,17.02575684,50.0,0.0,0.0,0.0,0.0,27.0,1774.0,1.0,1.03125,13.9,38.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.4140625,255.9375,8396.753906,2.34375,19.94628906,8.0,16134.78125,0.58984375,0.0,0.0,0
66652113.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.8627451,88.19188192,19.0,7.33203125,0.0,50.0,0.0,0.0,0.0,0.0,27.0,1727.5,1.0,0.9375,13.9,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.8984375,255.9375,8396.757813,2.34375,14.75830078,-7.5625,16376.78125,0.538085938,0.0,0.0,0
