Speed,Actual,Predicted,Actual_Diff,Predicted_Diff
0,103.82799999999996,330.98227,103.82799999999996,183.83090000000004
0,257.8899999999999,504.82794,154.0619999999999,173.84566999999998
0,395.875,677.9265,137.98500000000013,173.09856000000002
0,541.1869999999999,853.71387,145.3119999999999,175.78737
0,659.5,1032.2552,118.3130000000001,178.54133000000002
0,774.0619999999999,1212.605,114.5619999999999,180.34979999999996
0,889.094,1393.5365,115.03200000000015,180.93149999999991
0,1041.328,1574.0273,152.23399999999992,180.49080000000004
0,1125.359,1753.5363,84.03099999999995,179.50900000000001
0,1243.015,1931.9832,117.65600000000018,178.4468999999999
0,1360.047,2109.562,117.03199999999993,177.5788
0,1492.9679999999998,2286.5618,132.92099999999982,176.99980000000005
0,1611.531,2463.2534,118.5630000000001,176.6916000000001
0,1836.468,2639.8523,224.93700000000013,176.59889999999996
0,2064.094,2816.515,227.62599999999998,176.66269999999986
0,2307.875,2993.3525,243.78099999999995,176.8375000000001
0,2468.156,3170.4421,160.28099999999995,177.08960000000025
0,2653.5150000000003,3347.838,185.35900000000038,177.39589999999998
0,2849.687,3525.5764,196.17199999999957,177.73839999999973
0,3052.437,3703.685,202.75,178.10860000000002
0,3225.8590000000004,3882.1804,173.42200000000048,178.49540000000025
0,3408.0150000000003,4061.0745,182.15599999999995,178.89409999999998
0,3601.562,4240.3755,193.54699999999957,179.30099999999993
0,3817.453,4420.0854,215.89100000000008,179.70989999999983
0,3966.156,4600.2075,148.70299999999997,180.1221000000005
0,4164.218,4780.739,198.0619999999999,180.53149999999914
0,4345.265,4961.6797,181.04700000000048,180.9407000000001
0,4561.718,5143.025,216.45299999999952,181.34529999999995
0,4699.547,5324.7695,137.82899999999972,181.7445000000007
0,4872.578,5506.91,173.03100000000086,182.14049999999952
0,5050.547,5689.439,177.96899999999914,182.52900000000045
0,5286.39,5872.3506,235.84300000000076,182.91159999999945
0,5424.718,6055.637,138.32799999999952,183.28639999999996
0,5618.625,6239.293,193.90700000000015,183.65599999999995
0,5800.906,6423.3086,182.28099999999995,184.01560000000063
0,6020.656,6607.6777,219.75,184.3690999999999
0,6177.89,6792.392,157.23400000000038,184.71429999999964
0,6375.437000000001,6977.4434,197.54700000000048,185.05140000000029
0,6557.89,7162.825,182.45299999999952,185.3815999999997
0,6774.968,7348.53,217.07799999999952,185.70499999999993
0,6928.437000000001,7534.549,153.46900000000096,186.01900000000023
0,7127.031,7720.879,198.59399999999914,186.32999999999993
0,7309.983999999999,7907.513,182.9529999999986,186.63400000000001
0,7537.812000000001,8094.4487,227.82800000000225,186.9357
0,7713.968,8281.682,176.15599999999904,187.23330000000078
0,7896.124999999999,8469.212,182.15699999999924,187.52999999999884
0,8089.047,8657.038,192.92200000000048,187.82600000000093
0,8284.64,8845.159,195.59299999999985,188.12099999999919
0,8437.5,9033.573,152.86000000000058,188.41400000000067
0,8624.953000000001,9222.275,187.45300000000134,188.70199999999932
0,8830.155999999999,9411.26,205.2029999999977,188.98500000000058
0,9046.765,9600.518,216.60900000000038,189.2579999999998
0,9199.797,9790.041,153.03200000000106,189.52299999999923
0,9398.718,9979.834,198.92100000000028,189.79300000000148
0,9583.906,10169.922,185.1880000000001,190.08799999999974
0,9832.812000000002,10360.379,248.90600000000086,190.45700000000033
0,9966.953,10551.36,134.1409999999978,190.98099999999977
0,10140.515,10743.151,173.5619999999999,191.79099999999926
0,10310.265,10936.221,169.75,193.0699999999997
0,10525.656,11131.262,215.39100000000144,195.04100000000108
0,10665.094,11329.202,139.43799999999828,197.9399999999987
0,10849.078,11531.113,183.98400000000038,201.91100000000006
0,11048.828,11737.97,199.75,206.85699999999997
0,11263.594,11950.158,214.76599999999962,212.1880000000001
0,11425.453,12166.643,161.85900000000038,216.48500000000058
0,11738.844,12383.798,313.3909999999996,217.15500000000065
0,11872.172,12594.846,133.32800000000134,211.04799999999886
0,12141.828,12793.09,269.65599999999904,198.2440000000006
0,12395.968,12983.507,254.14000000000124,190.41699999999946
0,13202.547,13207.366,806.5789999999997,223.85900000000038
0,14183.531,13590.548,980.9840000000004,383.1820000000007
2,15685.109,14080.986,1501.5779999999995,490.4380000000001
4,16857.186999999998,14979.0,1172.0779999999977,898.0139999999992
8,17941.468,16178.162,1084.2810000000027,1199.1620000000003
13,18934.89,17945.672,993.4219999999987,1767.5099999999984
15,19546.812,18522.857,611.9220000000023,577.1850000000013
16,20244.718,19204.924,697.905999999999,682.0669999999991
18,21170.625,20147.717,925.9069999999992,942.7930000000015
19,21499.734,20603.873,329.1090000000004,456.15599999999904
18,21787.718,20979.033,287.9840000000004,375.15999999999985
18,22024.109,21290.125,236.39099999999962,311.09200000000055
18,22269.625,21545.904,245.51599999999962,255.77899999999863
18,22468.312,21761.5,198.68700000000172,215.59600000000137
18,22657.047,21962.297,188.73499999999694,200.79699999999866
17,22814.859,22202.035,157.81200000000172,239.7380000000012
17,22978.39,22414.225,163.53099999999904,212.1899999999987
17,23137.437,22612.354,159.0470000000023,198.12900000000081
16,23307.562,22819.678,170.125,207.32400000000052
16,23451.922,23002.385,144.35999999999694,182.70699999999852
